,degree_centrality,betweenness_centrality,closeness_centrality
Ben Rosenfield_a,0.0006460412030722848,0.0,0.21668055178408005
Joshua Leonard_a,0.0017945588974230134,0.00027714289689991715,0.23127986954629545
Jennifer Lafleur_a,0.0006460412030722848,0.0,0.21668055178408005
Molly McMichael_a,0.0006460412030722848,0.0,0.21668055178408005
Kristina Goolsby_d,7.178235589692053e-05,0.0,0.18329916946386038
Ashley York_d,7.178235589692053e-05,0.0,0.18329916946386038
Patrick Brice_a,0.00014356471179384107,0.0,0.2006349507665035
Phil Joanou_d,7.178235589692053e-05,0.0,0.20891473785604678
Anthony Pierce_d,7.178235589692053e-05,0.0,0.14560857674989608
Ralphie May_a,0.00014356471179384107,0.00012783752226064643,0.1740703748841851
Jennifer Phang_d,0.0007178235589692054,0.0,0.2277041876976483
Jacqueline Kim_a,0.0007178235589692054,0.0,0.2277041876976483
James Urbaniak_a,0.0012920824061445695,7.106216435259428e-05,0.23622081710364437
Freya Adams_a,0.0007178235589692054,0.0,0.2277041876976483
Samantha Kim_a,0.0007178235589692054,0.0,0.2277041876976483
Troi Zee_a,0.0007178235589692054,0.0,0.2277041876976483
Olivia Horton_a,0.0007178235589692054,0.0,0.2277041876976483
Mercedes Griffeth_a,0.0007178235589692054,0.0,0.2277041876976483
Jill Bauer_d,0.0,0.0,0.0
Ronna Gradus_d,0.0,0.0,0.0
Mike Fleiss_d,7.178235589692053e-05,0.0,7.178235589692053e-05
Bob Weir_a,7.178235589692053e-05,0.0,7.178235589692053e-05
Aziz Ansari_d,7.178235589692053e-05,0.0,0.20023125871264735
David Sampliner_d,7.178235589692053e-05,0.0,7.178235589692053e-05
David Sampliner_a,7.178235589692053e-05,0.0,7.178235589692053e-05
Katy Chevigny_d,0.0,0.0,0.0
Wyatt Cenac_d,7.178235589692053e-05,0.0,7.178235589692053e-05
Wyatt Cenac_a,7.178235589692053e-05,0.0,7.178235589692053e-05
Luis Lopez_d,0.0,0.0,0.0
Clay Tweel_d,0.0,0.0,0.0
Robert Nixon_d,0.0004306941353815232,0.0,0.1488740646567376
James Cameron_a,0.0005024764912784438,2.1297665249240795e-05,0.17874331056166953
Michael deGruy_a,0.0005024764912784438,2.1297665249240795e-05,0.17874331056166953
Sylvia Earle_a,0.0005024764912784438,2.1297665249240795e-05,0.17874331056166953
Bryce Groark_a,0.0005024764912784438,2.1297665249240795e-05,0.17874331056166953
Jeremy Jackson_a,0.0005024764912784438,2.1297665249240795e-05,0.17874331056166953
Carl Safina_a,0.0005024764912784438,2.1297665249240795e-05,0.17874331056166953
Fisher Stevens_d,0.0005024764912784438,0.0008944297973970058,0.22359738167281926
Todd Field_a,0.0002153470676907616,5.153076518084748e-09,0.21419320644161674
Werner Herzog_d,0.0008613882707630464,1.4870928017064655e-05,0.24171023740482753
Greg Whiteley_d,7.178235589692053e-05,0.0,7.178235589692053e-05
Mitt Romney_a,7.178235589692053e-05,0.0,7.178235589692053e-05
Ahmed Hassan_a,0.001076735338453808,0.0,0.1960868025739907
Magdy Ashour_a,0.001076735338453808,0.0,0.1960868025739907
Ramy Essam_a,0.001076735338453808,0.0,0.1960868025739907
Bothaina Kamel_a,0.001076735338453808,0.0,0.1960868025739907
Dina Abdullah_a,0.001076735338453808,0.0,0.1960868025739907
Aida Elkashef_a,0.001076735338453808,0.0,0.1960868025739907
Ragia Omran_a,0.001076735338453808,0.0,0.1960868025739907
Pierre Seyoufr_a,0.001076735338453808,0.0,0.1960868025739907
Dina Amer_a,0.001076735338453808,0.0,0.1960868025739907
Sherif Boray_a,0.001076735338453808,0.0,0.1960868025739907
Khaled Nagy_a,0.001076735338453808,0.0,0.1960868025739907
Salma Saied_a,0.001076735338453808,0.0,0.1960868025739907
Ahmed Saleh_a,0.001076735338453808,0.0,0.1960868025739907
Alaa Seif_a,0.0017945588974230134,0.0002054580639541462,0.21355962124740194
Jason Moore_d,0.0007896059148661259,0.0,0.20681815857331243
Daniel Breaker_a,0.0007896059148661259,0.0,0.20681815857331243
Sutton Foster_a,0.0007896059148661259,0.0,0.20681815857331243
Christopher Sieber_a,0.0007896059148661259,0.0,0.20681815857331243
John Tartaglia_a,0.0007896059148661259,0.0,0.20681815857331243
Rozi Baker_a,0.0007896059148661259,0.0,0.20681815857331243
Ryan Duncan_a,0.0007896059148661259,0.0,0.20681815857331243
Leah Greenhaus_a,0.0007896059148661259,0.0,0.20681815857331243
Chris Hoch_a,0.0007896059148661259,0.0,0.20681815857331243
Marissa O'Donnell_a,0.0007896059148661259,0.0,0.20681815857331243
Denny Paschall_a,0.0007896059148661259,0.0,0.20681815857331243
Josh Greenbaum_d,0.0007178235589692054,0.0,0.0007178235589692054
Sky Sudberry_a,0.0007178235589692054,0.0,0.0007178235589692054
Allan Kournikova_a,0.0007178235589692054,0.0,0.0007178235589692054
Jed Dy_a,0.0007178235589692054,0.0,0.0007178235589692054
Zamokuhle Nxasana_a,0.0007178235589692054,0.0,0.0007178235589692054
Alexa Pano_a,0.0007178235589692054,0.0,0.0007178235589692054
Amari Avery_a,0.0007178235589692054,0.0,0.0007178235589692054
Augustin Valery_a,0.0007178235589692054,0.0,0.0007178235589692054
Kuang Yang_a,0.0007178235589692054,0.0,0.0007178235589692054
Jack Nicklaus_a,0.0007178235589692054,0.0,0.0007178235589692054
Gary Player_a,0.0007178235589692054,0.0,0.0007178235589692054
Will Lovelace_d,7.178235589692053e-05,0.0,0.20023125871264735
Dylan Southern_d,7.178235589692053e-05,0.0,0.20023125871264735
Constance Marks_d,0.00014356471179384107,0.0,0.21427214946850978
Larry Elikann_d,0.0008613882707630464,0.0,0.23117338487329422
Ken Olin_a,0.0008613882707630464,0.0,0.23117338487329422
Jill Eikenberry_a,0.0015074294738353312,0.00013719319287824403,0.243371768956566
Maureen Mueller_a,0.0008613882707630464,0.0,0.23117338487329422
Gregg Henry_a,0.0017227765415260927,0.00016237415752564914,0.23810993187041918
Olivia Burnette_a,0.0008613882707630464,0.0,0.23117338487329422
Bill Allen_a,0.0008613882707630464,0.0,0.23117338487329422
Robert Markowitz_d,0.0003589117794846027,0.0,0.20039472169733713
Daniel J. Travanti_a,0.0003589117794846027,0.0,0.20039472169733713
JoBeth Williams_a,0.001076735338453808,0.00031565029186336085,0.2443840232168278
Martha Scott_a,0.0013638647620414902,0.00013407631875228198,0.20561702560218564
Paul Regina_a,0.0003589117794846027,0.0,0.20039472169733713
Eric Laneuville_d,0.00028712942358768214,0.0,0.22354760588105596
Akosua Busia_a,0.00028712942358768214,0.0,0.22354760588105596
Joel Oliansky_d,0.0005742588471753643,0.0,0.20599664042296434
Judith Light_a,0.002297035388701457,0.00037908940251152914,0.24613199602042418
Michael Ontkean_a,0.0005742588471753643,0.0,0.20599664042296434
Jerry Orbach_a,0.0005742588471753643,0.0,0.20599664042296434
Pat Corley_a,0.0005742588471753643,0.0,0.20599664042296434
Nicholas Campbell_a,0.0012920824061445695,0.00034975700072941064,0.2485801887931367
John Colicos_a,0.0005742588471753643,0.0,0.20599664042296434
Cynthia Sikes_a,0.0005742588471753643,0.0,0.20599664042296434
Johnny Galecki_a,0.0017227765415260927,0.00016374042639125374,0.23660029235977076
Roy Campanella II_d,0.0004306941353815232,0.0,0.2020367606065153
Pam Dawber_a,0.0004306941353815232,0.0,0.2020367606065153
Michael Nouri_a,0.0004306941353815232,0.0,0.2020367606065153
Bess Meyer_a,0.0004306941353815232,0.0,0.2020367606065153
Peter Berg_a,0.0004306941353815232,0.0,0.2020367606065153
James Handy_a,0.0004306941353815232,0.0,0.2020367606065153
Arthur Allan Seidelman_d,0.0003589117794846027,0.0,0.18519217813805586
Nancy McKeon_a,0.0003589117794846027,0.0,0.18519217813805586
Stephen Macht_a,0.0003589117794846027,0.0,0.18519217813805586
Tricia Leigh Fisher_a,0.0003589117794846027,0.0,0.18519217813805586
Millie Perkins_a,0.0003589117794846027,0.0,0.18519217813805586
John Herzfeld_d,0.0005742588471753643,0.0,0.2271423135325331
Michael Bowen_a,0.0014356471179384107,0.0001514616757944208,0.25869827980516213
Nikki Cox_a,0.0005742588471753643,0.0,0.2271423135325331
George Dzundza_a,0.0014356471179384107,6.667695558681707e-05,0.24149885984697456
Valerie Landsburg_a,0.0005742588471753643,0.0,0.2271423135325331
Mitchell Ryan_a,0.0005742588471753643,0.0,0.2271423135325331
Buzz Kulik_d,0.0005024764912784438,0.0,0.19476607333863383
Ricky Schroder_a,0.0005024764912784438,0.0,0.19476607333863383
Jon DeVries_a,0.0005024764912784438,0.0,0.19476607333863383
Debra Mooney_a,0.0005024764912784438,0.0,0.19476607333863383
Christopher Curry_a,0.0005024764912784438,0.0,0.19476607333863383
Rick Warner_a,0.0005024764912784438,0.0,0.19476607333863383
Tom Wood_a,0.0005024764912784438,0.0,0.19476607333863383
Richard Michaels_d,0.0005742588471753643,0.0,0.19213048283096407
Susan Ruttan_a,0.0005742588471753643,0.0,0.19213048283096407
Lane R. Davis_a,0.0005742588471753643,0.0,0.19213048283096407
Adam Faraizl_a,0.0005742588471753643,0.0,0.19213048283096407
Polly Holliday_a,0.0005742588471753643,0.0,0.19213048283096407
Jay Pennison_a,0.0005742588471753643,0.0,0.19213048283096407
John Schuhmacher_a,0.0005742588471753643,0.0,0.19213048283096407
Linda Otto_d,0.0002153470676907616,0.0,0.18680191854633818
Brad Davis_a,0.0002153470676907616,0.0,0.18680191854633818
Sam Behrens_a,0.0002153470676907616,0.0,0.18680191854633818
Roger Young_d,0.0005742588471753643,0.0,0.20733445669614686
Jeri Ryan_a,0.0005742588471753643,0.0,0.20733445669614686
Michele Abrams_a,0.0005742588471753643,0.0,0.20733445669614686
Linda Pierce_a,0.0005742588471753643,0.0,0.20733445669614686
J. Don Ferguson_a,0.0005742588471753643,0.0,0.20733445669614686
Butch Slade_a,0.0005742588471753643,0.0,0.20733445669614686
Joyce Bowden-Kirby_a,0.0005742588471753643,0.0,0.20733445669614686
Rob LaDuca_d,0.001076735338453808,0.0,0.2365546909671196
Richard Herd_a,0.0011485176943507285,6.870768690779664e-10,0.23655975692045436
Maureen McGovern_a,0.0011485176943507285,6.870768690779664e-10,0.23655975692045436
Jodi Benson_a,0.0042351589979183115,0.0004977527273931,0.2679155432791806
James Eckhouse_a,0.0011485176943507285,6.870768690779664e-10,0.23655975692045436
Richard McGonagle_a,0.0027995118799799008,0.00043395126086703145,0.261336184569902
David Campbell_a,0.0011485176943507285,6.870768690779664e-10,0.23655975692045436
Rene Auberjonois_a,0.002153470676907616,9.994357777706205e-05,0.24914646899586376
Ken Hudson Campbell_a,0.0011485176943507285,6.870768690779664e-10,0.23655975692045436
Tom Virtue_a,0.0011485176943507285,6.870768690779664e-10,0.23655975692045436
Robert C. Ramirez_d,0.001076735338453808,0.0,0.2365546909671196
Joe Dante_d,0.001076735338453808,0.00023296086235732045,0.24247959278675482
Corey Feldman_a,0.0004306941353815232,0.0,0.2074629601344868
Tara Leigh_a,0.0004306941353815232,0.0,0.2074629601344868
Erin Way_a,0.0004306941353815232,0.0,0.2074629601344868
Mark Alan_a,0.0004306941353815232,0.0,0.2074629601344868
Stuart Pankin_a,0.0004306941353815232,0.0,0.2074629601344868
Sorin Dan Mihalcescu_d,0.0004306941353815232,0.0,0.00043069413538152323
Barbara King_a,0.0004306941353815232,0.0,0.00043069413538152323
Shaana Diya_a,0.0004306941353815232,0.0,0.00043069413538152323
John Krisiukenas_a,0.0004306941353815232,0.0,0.00043069413538152323
Yoriko Haraguchi_a,0.0004306941353815232,0.0,0.00043069413538152323
David Crane_a,0.0004306941353815232,0.0,0.00043069413538152323
Chad Thomas_a,0.0004306941353815232,0.0,0.00043069413538152323
Shane Acker_d,0.0006460412030722848,0.0,0.24787177653264106
Christopher Plummer_a,0.005670806115856722,0.002846222061878784,0.29068836445791096
Martin Landau_a,0.0020816883210106954,0.0002805264685091512,0.26760399848346855
Alan Oppenheimer_a,0.0006460412030722848,0.0,0.24787177653264106
Jacob Pitts_a,0.0008613882707630464,0.0,0.24993003709302933
Jack McGee_a,0.0017227765415260927,8.563584472072049e-05,0.26163949523675634
Sam Golzari_a,0.0008613882707630464,0.0,0.24993003709302933
Jack Gilpin_a,0.0008613882707630464,0.0,0.24993003709302933
Kevin Reynolds_d,0.0003589117794846027,0.0,0.2413511153950493
Kelly Rowan_a,0.0003589117794846027,0.0,0.2413511153950493
Lyric R. Cabral_d,0.0,0.0,0.0
David Felix Sutcliffe_d,0.0,0.0,0.0
Karyn Kusama_d,0.002368817744598378,0.0002336795923223123,0.24782728729697157
Jonny Lee Miller_a,0.0007896059148661259,0.0,0.22923046919151277
Sophie Okonedo_a,0.0007896059148661259,0.0,0.22923046919151277
Amelia Warner_a,0.0007896059148661259,0.0,0.22923046919151277
Caroline Chikezie_a,0.0007896059148661259,0.0,0.22923046919151277
Nikolai Kinski_a,0.0015074294738353312,6.628085138123428e-05,0.23784333159788595
Paterson Joseph_a,0.0007896059148661259,0.0,0.22923046919151277
Yangzom Brauen_a,0.0007896059148661259,0.0,0.22923046919151277
Adam Deyoe_d,0.0006460412030722848,0.0,0.16334670899977252
Lexi Giovagnoli_a,0.0014356471179384107,0.0011497956573272136,0.20001010084378607
Justin Ray_a,0.0006460412030722848,0.0,0.16334670899977252
Rae Latt_a,0.0006460412030722848,0.0,0.16334670899977252
Poonam Basu_a,0.0006460412030722848,0.0,0.16334670899977252
Teresa Biter_a,0.0006460412030722848,0.0,0.16334670899977252
Kalilah Harris_a,0.0006460412030722848,0.0,0.16334670899977252
Alexia Dox_a,0.0006460412030722848,0.0,0.16334670899977252
Adam Powell_a,0.0006460412030722848,0.0,0.16334670899977252
Sean McBride_a,0.0006460412030722848,0.0,0.16334670899977252
Leif Tilden_d,0.0005742588471753643,0.0,0.23533507711024365
Billy Crudup_a,0.003086641303567583,0.0005597702645702244,0.27873925280477974
Graham Rogers_a,0.0005742588471753643,0.0,0.23533507711024365
Thomas Cocquerel_a,0.002153470676907616,0.0002978238236537022,0.2555916018649779
Peter Coyote_a,0.0012920824061445695,0.00033171513896799396,0.24316282936140657
Steven Strait_a,0.0006460412030722848,0.0,0.21819140065185116
Camilla Belle_a,0.0006460412030722848,0.0,0.21819140065185116
Joel Virgel_a,0.0006460412030722848,0.0,0.21819140065185116
Mo Zinal_a,0.0006460412030722848,0.0,0.21819140065185116
Nathanael Baring_a,0.0006460412030722848,0.0,0.21819140065185116
Mona Hammond_a,0.0006460412030722848,0.0,0.21819140065185116
Omar Sharif_a,0.0012920824061445695,6.089404591089476e-05,0.2249543387382009
Melinda Janko_d,0.0,0.0,0.0
Sam Upton_d,0.0006460412030722848,0.0,0.20543729378267436
Sam Upton_a,0.0006460412030722848,0.0,0.20543729378267436
Jared Abrahamson_a,0.0013638647620414902,0.00017260143333894446,0.22935421804328343
Laila Ali_a,0.0006460412030722848,0.0,0.20543729378267436
Kate Vernon_a,0.0006460412030722848,0.0,0.20543729378267436
Cassi Thomson_a,0.001220300050247649,0.00025121770684831917,0.2381150646561892
Colby French_a,0.0006460412030722848,0.0,0.20543729378267436
Miguel Perez_a,0.0006460412030722848,0.0,0.20543729378267436
Jay Acovone_a,0.0006460412030722848,0.0,0.20543729378267436
Victor Zarcoff_d,0.0004306941353815232,0.0,0.21284361342249444
PJ McCabe_a,0.0004306941353815232,0.0,0.21284361342249444
Brianne Moncrief_a,0.0010049529825568876,0.00011145567775908029,0.21571999080968277
Sarah Baldwin_a,0.0004306941353815232,0.0,0.21284361342249444
Daniel Stamm_d,0.0011485176943507285,0.00012116585640913403,0.232972494398292
Rutina Wesley_a,0.0004306941353815232,0.0,0.22847659315780952
Tom Bower_a,0.0004306941353815232,0.0,0.22847659315780952
Scott Hussion_d,0.0005742588471753643,0.0,0.1916537901554691
Brytnee Ratledge_a,0.0006460412030722848,1.288269129521187e-09,0.19165711545763195
Hank Rogerson_a,0.0006460412030722848,1.288269129521187e-09,0.19165711545763195
Chelsea Edmundson_a,0.0006460412030722848,1.288269129521187e-09,0.19165711545763195
John-Paul Howard_a,0.0006460412030722848,1.288269129521187e-09,0.19165711545763195
Lora Martinez-Cunningham_a,0.0006460412030722848,1.288269129521187e-09,0.19165711545763195
Seth Fuller_d,0.0005742588471753643,0.0,0.1916537901554691
Richard Donner_d,0.0007178235589692054,0.0,0.22463868076791363
David Morse_a,0.0013638647620414902,8.731314222172768e-05,0.24234659608162826
Jenna Stern_a,0.0007178235589692054,0.0,0.22463868076791363
Cylk Cozart_a,0.0007178235589692054,0.0,0.22463868076791363
Casey Sander_a,0.0007178235589692054,0.0,0.22463868076791363
Robert Racki_a,0.0007178235589692054,0.0,0.22463868076791363
Patrick Garrow_a,0.0007178235589692054,0.0,0.22463868076791363
Sasha Roiz_a,0.0007178235589692054,0.0,0.22463868076791363
Burr Steers_d,0.0007178235589692054,0.0,0.2340982039037133
Sterling Knight_a,0.0007178235589692054,0.0,0.2340982039037133
Hunter Parrish_a,0.0007178235589692054,0.0,0.2340982039037133
Nicole Sullivan_a,0.0007178235589692054,0.0,0.2340982039037133
Allison Miller_a,0.0007178235589692054,0.0,0.2340982039037133
David Marmor_d,0.0005742588471753643,0.0,0.19126221299651308
Nicole Brydon Bloom_a,0.0005742588471753643,0.0,0.19126221299651308
Giles Matthey_a,0.0005742588471753643,0.0,0.19126221299651308
Taylor Nichols_a,0.001220300050247649,0.001022123033515146,0.24353810546113314
Alan Blumenfeld_a,0.0005742588471753643,0.0,0.19126221299651308
Celeste Sully_a,0.0005742588471753643,0.0,0.19126221299651308
Susan Davis_a,0.0005742588471753643,0.0,0.19126221299651308
Clayton Hoff_a,0.0005742588471753643,0.0,0.19126221299651308
Earnestine Phillips_a,0.0005742588471753643,0.0,0.19126221299651308
Raymond Wood_d,0.0003589117794846027,0.0,0.0003589117794846027
Hayley Lovitt_a,0.0003589117794846027,0.0,0.0003589117794846027
Teddy Cole_a,0.0003589117794846027,0.0,0.0003589117794846027
Brook Todd_a,0.0003589117794846027,0.0,0.0003589117794846027
Ace Harney_a,0.0003589117794846027,0.0,0.0003589117794846027
Jason Macdonald_a,0.0003589117794846027,0.0,0.0003589117794846027
Merry Clayton_a,0.0010049529825568876,0.0,0.20847314100707012
Lisa Fischer_a,0.0010049529825568876,0.0,0.20847314100707012
Táta Vega_a,0.0010049529825568876,0.0,0.20847314100707012
Claudia Lennear_a,0.0010049529825568876,0.0,0.20847314100707012
Judith Hill_a,0.0010049529825568876,0.0,0.20847314100707012
Mick Jagger_a,0.0010049529825568876,0.0,0.20847314100707012
Stevie Wonder_a,0.0010049529825568876,0.0,0.20847314100707012
Sting_a,0.0010049529825568876,0.0,0.20847314100707012
Bette Midler_a,0.00409159428612447,0.0018379944592984158,0.26769479084433445
Cissy Houston_a,0.0015792118297322517,9.658026043888866e-05,0.217102158989792
Sheryl Crow_a,0.0010049529825568876,0.0,0.20847314100707012
Tata Vega_a,0.0010049529825568876,0.0,0.20847314100707012
Mike Mills_d,0.0003589117794846027,0.0,0.23044515061127
Jon Lucas_d,0.0014356471179384107,0.0002442007549937869,0.25061615957438554
Skylar Astin_a,0.0016509941856291722,0.0001630840032790621,0.23497464048927072
Jonathan Keltz_a,0.0008613882707630464,5.153076518084748e-10,0.2181267717738713
Russell Hodgkinson_a,0.0008613882707630464,5.153076518084748e-10,0.2181267717738713
Russell Mercado_a,0.0008613882707630464,5.153076518084748e-10,0.2181267717738713
Josie Loren_a,0.0008613882707630464,5.153076518084748e-10,0.2181267717738713
Dustin Ybarra_a,0.0008613882707630464,5.153076518084748e-10,0.2181267717738713
Scott Moore_d,0.0014356471179384107,0.0002442007549937869,0.25061615957438554
Joey Curtis_d,0.0007896059148661259,0.0,0.18787899869715646
Paul Sidhu_a,0.0007896059148661259,0.0,0.18787899869715646
Arielle Holmes_a,0.0011485176943507285,0.0004979632416661047,0.2229790235854704
Branden Coles_a,0.0007896059148661259,0.0,0.18787899869715646
Kelcey Watson_a,0.0007896059148661259,0.0,0.18787899869715646
Anne-Solenne Hatte_a,0.0015792118297322517,0.0007888445017154218,0.22958302883569476
Brad Potts_a,0.0007896059148661259,0.0,0.18787899869715646
Timothy Lee DePriest_a,0.0007896059148661259,0.0,0.18787899869715646
Fernando Argosino_a,0.0007896059148661259,0.0,0.18787899869715646
Duchess Dukes_a,0.0007896059148661259,0.0,0.18787899869715646
Harwood Gordon_a,0.0007896059148661259,0.0,0.18787899869715646
Stormi Henley_a,0.0007896059148661259,0.0,0.18787899869715646
Brian Smrz_d,0.0005024764912784438,0.0,0.22389196443643952
Xu Qing_a,0.0005024764912784438,0.0,0.22389196443643952
Paul Anderson_a,0.0015792118297322517,0.00010215466654410478,0.24886020342443999
Tyrone Keogh_a,0.0005024764912784438,0.0,0.22389196443643952
Nathalie Boltt_a,0.001220300050247649,0.00020778916330861202,0.2251010321446164
Betty Thomas_d,0.0007896059148661259,0.0,0.24279938123751219
Dominic West_a,0.007393582657382815,0.0007862341506945854,0.27717951042358263
Diane Ladd_a,0.0015074294738353312,5.350568745091099e-05,0.25426784175587824
Alan Tudyk_a,0.004163376642021391,0.0005761765578043082,0.27447280033297594
Mike O'Malley_a,0.0015074294738353312,6.239087767239447e-05,0.26331095443256697
Azura Skye_a,0.0007896059148661259,0.0,0.24279938123751219
Reni Santoni_a,0.0007896059148661259,0.0,0.24279938123751219
Gaby Dellal_d,0.0006460412030722848,0.0,0.23986271713281979
Tate Donovan_a,0.0015074294738353312,6.0099447043739824e-05,0.259433459753878
Linda Emond_a,0.0012920824061445695,4.569809776960195e-05,0.25816621519154453
Jordan Carlos_a,0.0006460412030722848,0.0,0.23986271713281979
Sam Trammell_a,0.0013638647620414902,6.931453956727982e-05,0.25285928463776164
Tessa Albertson_a,0.0013638647620414902,5.6030437939958756e-05,0.25363147156044763
Ruben Fleischer_d,0.0010049529825568876,2.369966233562146e-05,0.26159612204330546
Dilshad Vadsaria_a,0.0005742588471753643,0.0,0.2476550422482931
Bianca Kajlich_a,0.0005742588471753643,0.0,0.2476550422482931
Fred Ward_a,0.0014356471179384107,0.0003702833059140151,0.2515292342062259
Jack C. Newell_d,0.0005742588471753643,1.2367383643403394e-07,0.000673956563698865
Jake Bickelhaupt_a,7.178235589692053e-05,0.0,0.00040437393821931905
Andrew Nackman_d,0.0007178235589692054,0.0,0.20069327488009842
Evan Todd_a,0.0007178235589692054,0.0,0.20069327488009842
Parker Young_a,0.0007178235589692054,0.0,0.20069327488009842
Chord Overstreet_a,0.0007178235589692054,0.0,0.20069327488009842
Jon Gabrus_a,0.0017227765415260927,0.0009538531034977542,0.2541625330618397
Kate Flannery_a,0.0007178235589692054,0.0,0.20069327488009842
Jennifer Damiano_a,0.0007178235589692054,0.0,0.20069327488009842
Jordan Lane Price_a,0.0007178235589692054,0.0,0.20069327488009842
Alex Rennie_a,0.0007178235589692054,0.0,0.20069327488009842
Jake Epstein_a,0.0013638647620414902,7.846585484638865e-05,0.21435115070732572
Victor Levin_d,0.0004306941353815232,0.0,0.24232001424592775
Bérénice Marlohe_a,0.0004306941353815232,0.0,0.24232001424592775
Lambert Wilson_a,0.002153470676907616,0.0002573786486957945,0.2628160325815041
Peter Segal_d,0.002297035388701457,0.00013517201313886296,0.2699254172323783
Lusia Strus_a,0.0007178235589692054,0.0,0.24615393536268787
Allen Covert_a,0.005240111980475199,0.0005445243543137634,0.28066564650254383
Blake Clark_a,0.0034455530830521854,8.827619361943942e-05,0.2658713709630206
Jonathan Levine_d,0.0014356471179384107,0.00011068345510202453,0.25875281914735576
Serge Houde_a,0.0013638647620414902,8.580113459407089e-05,0.26093491718991374
Andrew Airlie_a,0.0011485176943507285,0.0002439292925151074,0.2557454586358728
Matt Frewer_a,0.0007896059148661259,0.0,0.25372468415565547
Trent Haaga_d,0.000933170626659967,0.0,0.21257327860443032
AnnaLynne McCord_a,0.0022252530328045364,0.000399167585931741,0.2368742703536255
Sam Eidson_a,0.000933170626659967,0.0,0.21257327860443032
James Moses Black_a,0.000933170626659967,0.0,0.21257327860443032
Ajay Mehta_a,0.000933170626659967,0.0,0.21257327860443032
David Maldonado_a,0.000933170626659967,0.0,0.21257327860443032
Hallie Grace Bradley_a,0.000933170626659967,0.0,0.21257327860443032
Peter Jaymes Jr._a,0.000933170626659967,0.0,0.21257327860443032
Eric Podnar_a,0.0017945588974230134,0.0009139057685748723,0.21388215639934588
Lucy Faust_a,0.000933170626659967,0.0,0.21257327860443032
Mila Kunis_a,0.0030148589476706625,0.0003703921795953431,0.2763612171478763
Cheryl Hines_a,0.0022252530328045364,0.00031056690874929806,0.27021595071798765
Justin Hartley_a,0.0007178235589692054,5.153076518084748e-10,0.24708445956696232
Christopher Gorham_a,0.0006460412030722848,0.0,0.2163410534754033
Julian Feder_a,0.0006460412030722848,0.0,0.2163410534754033
Kaitlin Doubleday_a,0.0015074294738353312,0.0002820946218130612,0.2537421691452603
Andrew Bowen_a,0.0022252530328045364,0.00015330856295260413,0.23660536026647425
Sean Gunn_a,0.0006460412030722848,0.0,0.2163410534754033
Fay Masterson_a,0.0016509941856291722,0.00015979048519712007,0.24118248579477328
Richard Attenborough_d,0.0010049529825568876,0.0,0.23845431848287318
Dirk Bogarde_a,0.0010049529825568876,0.0,0.23845431848287318
Sean Connery_a,0.002297035388701457,0.00023146046896718107,0.25912308169088216
Edward Fox_a,0.0010049529825568876,0.0,0.23845431848287318
Gene Hackman_a,0.0033019883712583444,0.0019658912568789465,0.2722337798058117
Hardy Krüger_a,0.0010049529825568876,0.0,0.23845431848287318
Laurence Olivier_a,0.0010049529825568876,0.0,0.23845431848287318
Ryan O'Neal_a,0.0010049529825568876,0.0,0.23845431848287318
Maximilian Schell_a,0.0010049529825568876,0.0,0.23845431848287318
Liv Ullmann_a,0.0010049529825568876,0.0,0.23845431848287318
Stanley Kubrick_d,0.001220300050247649,0.00046764209308257235,0.21370836266446017
Patrick Magee_a,0.0005742588471753643,0.0,0.21226691230424521
Michael Bates_a,0.0005742588471753643,0.0,0.21226691230424521
Warren Clarke_a,0.0005742588471753643,0.0,0.21226691230424521
Adrienne Corri_a,0.0005742588471753643,0.0,0.21226691230424521
Paul Farrell_a,0.0005742588471753643,0.0,0.21226691230424521
Miriam Karlin_a,0.0005742588471753643,0.0,0.21226691230424521
James Marcus_a,0.0005742588471753643,0.0,0.21226691230424521
Stephen Gyllenhaal_d,0.0006460412030722848,0.0,0.2392807782991209
John Terry_a,0.0006460412030722848,0.0,0.2392807782991209
Chloe Webb_a,0.0006460412030722848,0.0,0.2392807782991209
Mark Williams_d,0.0005742588471753643,0.0,0.2515292342062259
Gretchen Mol_a,0.003660900150742947,0.0004026444549820879,0.2779606907247261
Maxwell Jenkins_a,0.0005742588471753643,0.0,0.2515292342062259
Roman Coppola_d,0.0005742588471753643,0.0,0.24826173977166846
Katheryn Winnick_a,0.002009905965113775,0.00016742641727794506,0.26649998430361693
Patricia Arquette_a,0.0012920824061445695,6.421746756743097e-05,0.2618565771240427
Erik Nelson_d,0.0,0.0,0.0
Alanna Ubach_a,0.0015074294738353312,3.096149911956273e-05,0.26005645186459686
Teo Konuralp_d,0.0006460412030722848,0.0,0.20555580500578022
Laura Flannery_a,0.0006460412030722848,0.0,0.20555580500578022
James Cavlo_a,0.0006460412030722848,0.0,0.20555580500578022
Harry Hains_a,0.0006460412030722848,0.0,0.20555580500578022
Clemmie Dugdale_a,0.0006460412030722848,0.0,0.20555580500578022
Dendrie Taylor_a,0.0039480295743306295,0.0015685643488212223,0.2671897307677572
Bryan Chesters_a,0.0006460412030722848,0.0,0.20555580500578022
Jennifer Dorogi_a,0.0006460412030722848,0.0,0.20555580500578022
Adam Lazarre-White_a,0.0006460412030722848,0.0,0.20555580500578022
Nikita Ramsey_a,0.0006460412030722848,0.0,0.20555580500578022
